,Game,Trial,Datetime,Tweet Id,Text,Username,URL
0,197,1,2022-01-02 23:30:51+00:00,1477784485198381056,"Wordle 197 1/6

🟩🟩🟩🟩🟩

🙄",interestingdan,https://twitter.com/interestingdan/status/1477784485198381056
1,197,1,2022-01-02 22:52:51+00:00,1477774921086357505,"Wordle 197 1/6

🟩🟩🟩🟩🟩",porkszda,https://twitter.com/porkszda/status/1477774921086357505
2,197,1,2022-01-02 22:26:32+00:00,1477768298108493826,"I may have watched Ed do theirs first… 🤫 

Wordle 197 1/6

🟩🟩🟩🟩🟩",MatthewGrove89,https://twitter.com/MatthewGrove89/status/1477768298108493826
3,197,1,2022-01-02 21:46:49+00:00,1477758301383368704,"Wordle 197 1/6

🟩🟩🟩🟩🟩 …. Erm should I just give up now!? First ever game.",gemmaallred,https://twitter.com/gemmaallred/status/1477758301383368704
4,197,1,2022-01-02 21:23:30+00:00,1477752434319499264,"Wordle 197 1/6

🟩🟩🟩🟩🟩",gavindufty,https://twitter.com/gavindufty/status/1477752434319499264
5,197,1,2022-01-02 21:14:01+00:00,1477750047295086597,"Oh…

Wordle 197 1/6

🟩🟩🟩🟩🟩",Butane123,https://twitter.com/Butane123/status/1477750047295086597
6,197,1,2022-01-02 21:11:46+00:00,1477749481458176003,"Wordle 197 1/6

🟩🟩🟩🟩🟩",h4mmerh3ad,https://twitter.com/h4mmerh3ad/status/1477749481458176003
7,197,1,2022-01-02 20:56:41+00:00,1477745686124900361,"Wordle 197 1/6

🟩🟩🟩🟩🟩",Chenfeller,https://twitter.com/Chenfeller/status/1477745686124900361
8,197,1,2022-01-02 19:42:39+00:00,1477727056502804484,"Wordle 197 1/6

🟩🟩🟩🟩🟩. Um 😮",juliefairey,https://twitter.com/juliefairey/status/1477727056502804484
9,197,1,2022-01-02 18:55:14+00:00,1477715121447346178,"What are you all going on about? So easy

Wordle 197 1/6

🟩🟩🟩🟩🟩",robinallender,https://twitter.com/robinallender/status/1477715121447346178
10,197,1,2022-01-02 18:35:20+00:00,1477710115474006018,"Wordle 197 1/6

🟩🟩🟩🟩🟩

Just very handsome and smart.",Ershatz,https://twitter.com/Ershatz/status/1477710115474006018
11,197,1,2022-01-02 18:29:57+00:00,1477708758310662152,"Wordle 197 1/6

🟩🟩🟩🟩🟩",VerandaThought,https://twitter.com/VerandaThought/status/1477708758310662152
12,197,1,2022-01-02 18:01:22+00:00,1477701566366769154,"Wordle 197 1/6

🟩🟩🟩🟩🟩",GayatriTanksali,https://twitter.com/GayatriTanksali/status/1477701566366769154
13,197,1,2022-01-02 17:24:24+00:00,1477692264054812673,"Wordle 197 1/6

🟩🟩🟩🟩🟩

How about yours? 👀",AnkitaxPriya,https://twitter.com/AnkitaxPriya/status/1477692264054812673
14,197,1,2022-01-02 17:11:41+00:00,1477689061901058057,"Wordle 197 1/6

🟩🟩🟩🟩🟩",leebirch101,https://twitter.com/leebirch101/status/1477689061901058057
15,197,1,2022-01-02 17:11:28+00:00,1477689007240740867,"Wordle 197 1/6

🟩🟩🟩🟩🟩 swear to god I didn’t cheat. Lmao. That was crazy.",dutch726,https://twitter.com/dutch726/status/1477689007240740867
16,197,1,2022-01-02 17:10:08+00:00,1477688673558794243,"Wordle 197 1/6

🟩🟩🟩🟩🟩",BlackJackDavey3,https://twitter.com/BlackJackDavey3/status/1477688673558794243
17,197,1,2022-01-02 16:53:07+00:00,1477684389484154886,"Wordle 197 1/6

🟩🟩🟩🟩🟩

hehehe",TheRyanFanClub,https://twitter.com/TheRyanFanClub/status/1477684389484154886
18,197,1,2022-01-02 16:52:25+00:00,1477684213356892161,"Wordle 197 1/6

🟩🟩🟩🟩🟩",velvetkangaroo,https://twitter.com/velvetkangaroo/status/1477684213356892161
19,197,1,2022-01-02 16:34:36+00:00,1477679729406844936,"Wordle 197 1/6 🤷🏼‍♀️

🟩🟩🟩🟩🟩",MSVK,https://twitter.com/MSVK/status/1477679729406844936
20,197,1,2022-01-02 16:26:41+00:00,1477677737569574913,"Wordle 197 1/6

🟩🟩🟩🟩🟩",brendonconnelly,https://twitter.com/brendonconnelly/status/1477677737569574913
21,197,1,2022-01-02 16:25:41+00:00,1477677488432160777,"I’m a #Wordle genius. 

Wordle 197 1/6

🟩🟩🟩🟩🟩",RadioDarrenFM,https://twitter.com/RadioDarrenFM/status/1477677488432160777
22,197,1,2022-01-02 16:00:53+00:00,1477671246074687489,"Wordle 197 1/6

🟩🟩🟩🟩🟩",MrJamilAli,https://twitter.com/MrJamilAli/status/1477671246074687489
23,197,1,2022-01-02 15:20:05+00:00,1477660979710369802,"Wordle 197 1/6

🟩🟩🟩🟩🟩",hindsy101,https://twitter.com/hindsy101/status/1477660979710369802
24,197,1,2022-01-02 15:03:02+00:00,1477656687746207745,"Wordle 197 1/6

🟩🟩🟩🟩🟩

i’m GOD",jacethor,https://twitter.com/jacethor/status/1477656687746207745
25,197,1,2022-01-02 14:13:09+00:00,1477644135586836480,"Wordle 197 1/6

🟩🟩🟩🟩🟩

I don't get this game",Firesnakious,https://twitter.com/Firesnakious/status/1477644135586836480
26,197,1,2022-01-02 14:08:57+00:00,1477643076348829700,"Thinking of posting tweets like:

Wordle 197 1/6

🟩🟩🟩🟩🟩 

and then insisting that I ""have a system"".",SharlandNM,https://twitter.com/SharlandNM/status/1477643076348829700
27,197,1,2022-01-02 13:49:46+00:00,1477638249485156354,"Wordle 197 1/6

🟩🟩🟩🟩🟩

I have been getting every single one of these words right first time since Wordle began. Really hope the difficulty increases at 200.",AlisonSelby_,https://twitter.com/AlisonSelby_/status/1477638249485156354
28,197,1,2022-01-02 13:35:55+00:00,1477634765293600771,"Wordle 197 1/6 🖕

🟩🟩🟩🟩🟩",JackHarteveld,https://twitter.com/JackHarteveld/status/1477634765293600771
29,197,1,2022-01-02 13:23:57+00:00,1477631751509921795,"Wordle 197 1/6

🟩🟩🟩🟩🟩",reddy1408,https://twitter.com/reddy1408/status/1477631751509921795
30,197,1,2022-01-02 12:54:37+00:00,1477624370910711809,"Wordle 197 1/6

🟩🟩🟩🟩🟩",ThiefOfTweets,https://twitter.com/ThiefOfTweets/status/1477624370910711809
31,197,1,2022-01-02 12:42:18+00:00,1477621272280449026,"I swear I didn't cheat. xD

Wordle 197 1/6

🟩🟩🟩🟩🟩",_jgx_,https://twitter.com/_jgx_/status/1477621272280449026
32,197,1,2022-01-02 12:03:53+00:00,1477611603440898048,"Wordle 197 1/6

🟩🟩🟩🟩🟩",mariancurran1,https://twitter.com/mariancurran1/status/1477611603440898048
33,197,1,2022-01-02 11:19:15+00:00,1477600371258310664,"@Thebunyipman @JTTG It is also way too easy to cheat at this by just posting whatever you want. ;)

Wordle 197 1/6

🟩🟩🟩🟩🟩

Wordle Tetris edition :P

🟨🟨🟨⬜⬜⬜⬛
🟨⬛⬛⬛🟨🟨⬛🟨🟨
🟩🟩⬛⬛🟨⬛⬛🟨🟨
🟩🟩🟩🟩🟩🟩🟩🟩🟩",Steltek,https://twitter.com/Steltek/status/1477600371258310664
34,197,1,2022-01-02 11:17:59+00:00,1477600050855432197,"My first (and last). 
Wordle 197 1/6
🟩🟩🟩🟩🟩
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
MUTED",Uncle_Fista,https://twitter.com/Uncle_Fista/status/1477600050855432197
35,197,1,2022-01-02 11:13:01+00:00,1477598803540815873,"@richardosman Just because it's you... I've never been prouder 😄
Wordle 197 1/6

🟩🟩🟩🟩🟩",VodkaSquirrel,https://twitter.com/VodkaSquirrel/status/1477598803540815873
36,197,1,2022-01-02 11:11:29+00:00,1477598414653337604,"Wordle 197 1/6

🟩🟩🟩🟩🟩

Like this ⁦@TC_Cornesto⁩ ?",BlondieBlonde70,https://twitter.com/BlondieBlonde70/status/1477598414653337604
37,197,1,2022-01-02 10:27:35+00:00,1477587369037545473,"Wordle 197 1/6

🟩🟩🟩🟩🟩

Many thanks to ⁦@ShivaniM_KC⁩ for going first…and the massive clue. 

Drops mic.",GasNovice,https://twitter.com/GasNovice/status/1477587369037545473
38,197,1,2022-01-02 10:24:03+00:00,1477586480059097090,"Wordle 197 1/6
🟩🟩🟩🟩🟩",buzzingbugs,https://twitter.com/buzzingbugs/status/1477586480059097090
39,197,1,2022-01-02 10:13:38+00:00,1477583858115698692,"KaBOOM!!

Wordle 197 1/6

🟩🟩🟩🟩🟩",DanielMudford,https://twitter.com/DanielMudford/status/1477583858115698692
40,197,1,2022-01-02 09:43:13+00:00,1477576204249178114,"Wordle 197 1/6

🟩🟩🟩🟩🟩

Now you know one of the words I start with",Mattyblag,https://twitter.com/Mattyblag/status/1477576204249178114
41,197,1,2022-01-02 09:42:01+00:00,1477575900761841665,"Wordle 197 1/6 

(but in a different browser)

🟩🟩🟩🟩🟩",BioMickWatson,https://twitter.com/BioMickWatson/status/1477575900761841665
42,197,1,2022-01-02 09:40:33+00:00,1477575531633778689,"Just inspect the fu*&amp;^# element. 

Wordle 197 1/6

🟩🟩🟩🟩🟩",katzboaz,https://twitter.com/katzboaz/status/1477575531633778689
43,197,1,2022-01-02 09:27:09+00:00,1477572158079516677,"Wordle 197 1/6

🟩🟩🟩🟩🟩

BOOM!*

*I did this puzzle in a Pizza Express in Woking.",EmergencyBod,https://twitter.com/EmergencyBod/status/1477572158079516677
44,197,1,2022-01-02 08:51:03+00:00,1477563073191837697,"Wordle 197 1/6

🟩🟩🟩🟩🟩 Think I’ve got the hang of it now.",juhasaarinen,https://twitter.com/juhasaarinen/status/1477563073191837697
45,197,1,2022-01-02 08:43:22+00:00,1477561140687384581,"So frickin lucky

Wordle 197 1/6

🟩🟩🟩🟩🟩",scudly,https://twitter.com/scudly/status/1477561140687384581
46,197,1,2022-01-02 08:40:42+00:00,1477560471641370627,"Wordle 197 1/6

🟩🟩🟩🟩🟩 I cheated 😂",nedend,https://twitter.com/nedend/status/1477560471641370627
47,197,1,2022-01-02 06:01:56+00:00,1477520514490982401,"@cirkelnio Anyway:

Wordle 197 1/6

🟩🟩🟩🟩🟩

(by accidental cheating)",sarah_zrf,https://twitter.com/sarah_zrf/status/1477520514490982401
48,197,1,2022-01-02 05:00:46+00:00,1477505124142501890,"Wordle 197 1/6

🟩🟩🟩🟩🟩",Yashpal_,https://twitter.com/Yashpal_/status/1477505124142501890
49,197,1,2022-01-02 03:49:47+00:00,1477487259414892558,"Wordle 197 1/6

🟩🟩🟩🟩🟩",Plankton1975,https://twitter.com/Plankton1975/status/1477487259414892558
50,197,1,2022-01-02 01:46:44+00:00,1477456292155428864,"@__justplaying @RiverTamYDN Oh well in that case
Wordle 197 1/6

🟩🟩🟩🟩🟩",nwbvt,https://twitter.com/nwbvt/status/1477456292155428864
51,197,1,2022-01-02 00:59:45+00:00,1477444466646650882,"@phil_makepeace @mammalsmall Wordle 197 1/6

🟩🟩🟩🟩🟩

I don’t care, but some people seem to be taking this game seriously.",SubtleKnife00,https://twitter.com/SubtleKnife00/status/1477444466646650882
52,197,1,2022-01-02 00:53:41+00:00,1477442940792410118,"Wordle 197 1/6

🟩🟩🟩🟩🟩",JHenryHardy,https://twitter.com/JHenryHardy/status/1477442940792410118
53,197,2,2022-01-02 23:59:18+00:00,1477791642899914753,"Wordle 197 2/6

⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩

Woah. I feel indestructible.",dmdunnwriter,https://twitter.com/dmdunnwriter/status/1477791642899914753
54,197,2,2022-01-02 23:56:01+00:00,1477790819025186816,"@cathywilcox1 Wordle 197 2/6

🟦⬜🟧⬜🟧
🟧🟧🟧🟧🟧
Is mine orange / blue because it's an Android?",heathclif304,https://twitter.com/heathclif304/status/1477790819025186816
55,197,2,2022-01-02 23:54:57+00:00,1477790547817504778,"Beginner’s luck 🍀

Wordle 197 2/6

🟨🟨⬜⬜⬜
🟩🟩🟩🟩🟩",aaronbassett,https://twitter.com/aaronbassett/status/1477790547817504778
56,197,2,2022-01-02 23:54:53+00:00,1477790533435084801,"Wordle 197 2/6
Woot!

🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩",Jo_Roberts13,https://twitter.com/Jo_Roberts13/status/1477790533435084801
57,197,2,2022-01-02 23:54:02+00:00,1477790318892249089,"Wordle 197 2/6

⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩 

And the quarterback is toast!",54dogboy,https://twitter.com/54dogboy/status/1477790318892249089
58,197,2,2022-01-02 23:53:02+00:00,1477790066835660800,"Does this mean I can now classify myself as a pro in English and can no longer use my foreigness as an excuse for all the misspells and made up words?

Wordle 197 2/6

⬜🟩🟨🟨🟩
🟩🟩🟩🟩🟩",asia_meduza,https://twitter.com/asia_meduza/status/1477790066835660800
59,197,2,2022-01-02 23:52:37+00:00,1477789960661053444,"@DavidEllis Whoa I got this!

Wordle 197 2/6

⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",benjedwards,https://twitter.com/benjedwards/status/1477789960661053444
60,197,2,2022-01-02 23:52:18+00:00,1477789880491126784,"Wordle 197 2/6

🟨⬛⬛⬛🟩
🟩🟩🟩🟩🟩 

I got lucky but also gonna brag a Lil anyway 😌",JDBigham99,https://twitter.com/JDBigham99/status/1477789880491126784
61,197,2,2022-01-02 23:51:49+00:00,1477789760831647745,"Wordle 197 2/6

🟨⬜⬜⬜🟩
🟩🟩🟩🟩🟩",cgracefuller,https://twitter.com/cgracefuller/status/1477789760831647745
